SeisThick(m),Devonian(m),Wabiskaw(m)
0.471,153.992,285.239
0.652,179.038,297.684
0.665,169.279,281.699
0.618,158.264,280.44
0.606,170.295,268.982
0.554,148.358,254.703
0.587,138.783,250.257
0.587,148.46,281.769
0.588,124.997,282.426
0.501,122.47,273.711
0.407,115.206,270.405
0.564,89.779,264.489
0.502,95.987,264.674
0.376,104.362,257.299
0.288,89.284,258.209
0.33,77.153,250.267
0.413,100.472,267.974
0.366,100.716,256.005
0.381,85.944,241.857
0.516,90.27,242.287
0.524,80.192,215.558
0.563,118.352,233.729
0.582,106.933,214.919
0.588,80.872,200.761
0.658,84.167,180.691
0.68,106.992,173.296
0.876,105.578,179.411
0.881,100.794,181.504
0.585,116.978,193.951
0.578,139.9,183.284
0.651,158.067,174.833
0.616,166.535,176.667
0.548,154.799,189.706
0.566,174.523,193.637
0.507,152.543,194.237
0.548,165.911,207.278
0.668,172.925,221.135
1.081,180.836,233.837
1.343,174.588,236.757
1.196,172.82,231.818
1.25,152.491,230.414
1.311,148.513,235.157
1.232,153.224,240.904
1.17,143.731,230.542
1.443,152.448,241.489
1.405,170.773,227.476
1.105,177.335,244.482
0.971,184.299,264.596
0.858,173.565,270.067
0.585,159.618,269.171
0.627,175.431,270.424
0.588,181.489,263.24
0.651,185.364,270.436
0.649,174.388,262.176
0.521,164.696,269.905
0.418,144.412,268.797
0.477,136.85,269.628
0.438,130.396,263.335
0.355,134.359,261.997
0.307,149.072,257.953
0.231,148.45,247.547
0.24,157.663,231.124
0.194,158.169,232.439
0.208,152.363,224.61
0.244,138.316,211.698
0.288,133.664,219.517
0.327,139.414,218.693
0.379,124.671,215.264
0.367,114.065,202.02
0.35,135.692,206.875
0.398,133.816,214.582
0.639,134.925,228.838
0.708,154.529,230.652
0.689,135.824,233.409
0.856,131.898,246.226
0.836,146.358,247.425
0.646,157.766,247.26
0.575,162.358,247.045
0.534,124.952,235.132
0.533,120.335,235.403
0.411,121.349,236.941
0.465,126.873,243.774
0.564,117.727,235.312
0.512,134.466,235.077
0.573,100.431,217.579
0.624,114.066,218.923
0.645,121.221,226.815
0.523,131.116,236.441
0.863,113.638,234.193
0.922,116.065,238.313
1.006,115.403,247.45
0.881,115.263,243.096
1.082,117.122,249.908
1.07,129.993,245.191
1.223,114.012,236
1.517,137.834,240.989
1.837,167.674,248.145
1.44,159.427,253.511
1.351,176.417,254.367
1.105,165.982,244.157
0.974,152.431,235.318
0.933,174.741,261.724
0.79,174.702,253.749
0.887,171.002,256.954
0.775,154.926,232.663
0.815,136.157,249.6
0.651,143.496,238.974
0.746,155.345,242.348
0.853,163.714,238.704
0.861,178.109,240.879
1.136,185.116,233.982
1.091,177.361,231.342
1.07,184.973,242.192
0.957,181.19,240.353
0.908,185.327,243.626
1.088,186.077,247.266
0.958,177.981,238.718
0.803,177.454,236.839
0.795,183.839,242.798
0.651,180.862,245.994
0.517,177.46,241.964
0.395,171.984,232.615
0.57,175.347,241.375
0.564,171.265,238.596
0.588,136.039,218.872
0.557,137.058,203.282
0.65,133.958,205.537
0.686,122.233,206.074
0.574,130.032,211.538
0.8,98.968,200.783
0.988,87.926,195.272
0.925,100.081,199.357
1.17,82.805,208.706
1.405,87.637,209.988
1.142,85.922,202.844
0.956,102.227,206.726
0.842,109.184,200.823
0.84,135.674,208.808
0.798,148.31,212.16
0.769,136.811,214.837
0.928,138.124,220.345
0.835,146.035,219.264
0.888,153.256,233.032
0.847,152.624,239.637
1.089,165.118,251
1.105,149.947,258.082
0.99,131.142,265.372
1.141,127.108,305.047
1.582,128.911,309.124
1.658,136.556,344.595
1.643,132.783,328.045
1.6,151.791,310.812
1.331,141.418,307.257
1.232,134.471,291.89
1.117,126.324,271.5
1.123,101.161,263.294
1.15,122.214,250.325
1.422,109.027,266.235
1.089,106.542,254.159
1.211,111.323,263.153
1.233,115.201,268.682
1.256,119.319,257.997
1.307,100.358,272.341
1.234,110.853,264.561
1.462,122.887,263.617
1.475,129.657,284.189
1.948,148.336,283.496
2.377,148.527,301.118
2.321,160.517,311.738
1.828,176.15,328.035
0.525,106.823,211.532
0.552,126.947,216.917
0.53,139.933,219.761
0.584,152.654,233.599
0.682,145.486,235.264
0.65,161.291,227.608
0.688,153.614,231.665
0.709,162.311,228.337
0.692,143.748,218.003
0.659,146.758,214.377
0.652,144.579,206.757
0.536,144.064,215.082
0.537,166.982,219.869
0.497,167.896,224.746
0.314,165.488,218.066
0.286,157.32,203.872
0.247,157.474,203.323
0.387,165.803,210.212
0.504,158.573,217.224
0.394,148.313,218.411
0.382,125.03,247.288
0.552,146.06,242.387
0.541,134.879,245.998
0.472,136.216,247.255
0.392,143.622,247.588
0.349,153.547,254.574
0.329,145.697,245.265
0.414,152.193,261.57
0.477,145.044,261.722
0.712,157.889,290.182
0.576,170.456,296.024
0.545,183.515,294.814
0.588,175.079,270.823
0.688,160.868,275.192
0.7,164.795,258.015
0.648,159.015,249.035
0.682,152.448,253.678
0.661,130.057,257.064
0.658,143.418,272.779
0.503,131.935,275.86
0.477,111.123,280.641
0.507,113.022,288.613
0.412,127.363,274.637
0.391,109.981,265.285
0.336,91.277,264.001
0.31,86.531,262.038
0.37,133.557,268.852
0.313,100.926,251.727
0.368,82.684,238.042
0.508,79.979,224.561
0.459,88.082,213.762
0.543,86.528,212.283
0.696,88.015,212.927
0.682,72.273,198.739
0.785,76.845,180.968
0.74,100.395,169.613
0.802,110.12,172.028
0.804,71.262,178.236
0.571,96.826,176.679
0.54,135.734,180.623
0.596,167.094,183.158
0.557,146.442,176.202
0.692,169.581,187.981
0.672,174.402,196.656
0.648,175.833,201.855
0.656,177.281,205.785
0.939,177.664,217.794
1.149,183.78,231.604
1.207,174.465,244.722
1.337,163.49,248.267
1.068,150.739,249.003
1.266,159.746,256.08
0.954,159.239,250.653
1.457,165.093,253.604
1.223,152.466,245.185
0.89,176.969,248.998
0.93,179.113,248.946
0.838,190.748,265.338
0.678,170.767,279.549
0.652,175.564,269.106
0.63,175.751,272.433
0.584,186.902,286.977
0.557,174.395,272.43
0.523,179.1,262.157
0.525,151.267,267.905
0.522,141.298,270.958
0.523,148.58,271.672
0.515,131.575,262.493
0.409,143.991,258.264
0.348,149.245,247.071
0.247,146.516,242.11
0.217,147.595,221.769
0.276,150.985,236.978
0.24,137.311,217.593
0.328,138.176,217.704
0.359,125.814,221.594
0.388,144.378,213.85
0.458,139.96,222.975
0.393,129.982,215.609
0.385,138.309,208.1
0.456,151.456,217.371
0.613,127.22,220.01
0.771,139.731,234.9
0.784,136.953,246.523
0.602,137.762,241.579
0.977,176.407,251.989
0.891,171.403,242.2
0.817,167.603,243.203
0.744,148.353,247.381
0.646,142.057,254.025
0.533,125.242,248.257
0.527,143.287,249.054
0.538,134.969,235.931
0.651,130.147,245.278
0.561,130.162,226.4
0.675,130.499,217.99
0.661,134.506,231.422
0.779,130.598,231.705
1.009,128.654,229.692
1.109,122.123,235.499
1.07,129.25,243.787
0.881,114.625,244.037
1.022,125.049,243.875
0.936,141.607,243.774
1.251,133.708,239.556
1.155,152.414,243.837
1.36,162.165,250.798
1.158,164.605,247.268
1.355,175.856,239.303
1.07,174.455,244.187
0.98,171.111,253.97
0.973,177.275,249.103
0.824,183.346,235.233
0.873,189.811,240.999
0.823,165.516,244.444
0.815,133.785,241.811
0.574,124.084,220.253
0.523,134.434,220.415
0.715,162.762,232.918
0.738,177.576,240.447
0.986,178.166,234.835
1.463,186.958,246.585
1.414,198.459,241.134
0.879,197.591,244.82
0.801,183.795,236.92
0.926,183.599,244.524
0.958,178.798,242.567
0.778,184.518,239.952
0.679,176.348,236.975
0.656,182.652,241.862
0.647,175.829,235.782
0.554,174.869,242.059
0.704,174.42,248.791
0.673,168.685,242.062
0.541,142.812,215.929
0.556,125.814,214.716
0.716,140.895,221.85
0.542,127.817,210.781
0.628,111.459,206.324
0.652,100.767,193.056
0.863,105.53,206.893
1.099,110.104,212.621
1.249,80.328,208.671
1.387,71.481,221.057
1.208,85.373,210.017
1.06,70.815,202.16
1.018,87.39,211.944
0.745,110.152,203.329
0.627,121.35,198.307
0.658,130.104,215.233
0.862,135.713,217.159
0.793,125.109,221.246
0.878,142.189,236.242
0.772,136.725,242.197
1.117,134.407,264.759
1.013,148.436,274.782
1.059,134.424,289.709
1.267,109.667,290.426
1.47,117.373,320.582
1.641,118.788,340.879
1.645,139.505,329.064
1.424,153.495,325.435
1.468,146.271,299.108
1.105,130.778,283.505
1.144,109.531,277.323
0.965,119.368,259.421
1.113,109.681,261.848
1.339,123.76,273.769
1.156,115.223,269.44
0.922,120.38,270.301
1.145,130.206,262.136
1.85,130.633,271.064
1.466,101.418,279.933
1.576,111.514,269.867
1.739,134.784,276.175
2.113,145.275,289.914
2.074,148.362,281.638
2.567,169.1,301.248
2.335,167.246,297.874
1.644,164.313,294.311
0.583,127.86,218.372
0.552,136.149,229.943
0.453,136.967,234.719
0.657,146.337,231.183
0.808,150.912,234.895
0.655,163.503,232.189
0.681,158.265,236.802
0.658,146.408,219.157
0.549,124.851,204.5
0.516,120.791,212.159
0.419,137.062,204.012
0.446,139.192,203.331
0.532,163.128,205.85
0.505,165.71,204.369
0.386,167.641,204.881
0.348,157.996,192.832
0.369,152.567,203.294
0.366,140.181,200.002
0.512,148.52,214.119
0.446,142.742,229.161
0.48,142.23,240.368
0.566,121.602,237.508
0.554,133.84,243.841
0.457,138.795,244.346
0.393,139.496,257.212
0.364,164.419,250.227
0.379,158.617,249.564
0.351,166.74,253.314
0.563,165.66,274.029
0.649,179.437,287.743
0.538,178.209,295.145
0.495,174.916,283.289
0.477,166.156,261.934
0.652,166.114,256.884
0.712,156.589,257.913
0.625,166.334,247.042
0.641,155.22,254.204
0.678,152.394,257.787
0.661,152.175,270.473
0.548,134.111,285.445
0.654,135.573,285.118
0.607,138.787,291.519
0.514,144.638,281.006
0.394,118.064,263.101
0.4,120.747,255.849
0.478,114.892,247.269
0.396,126.09,254.206
0.393,100.673,232.738
0.467,95.704,240.78
0.494,87.965,233.839
0.524,87.057,207.215
0.558,78.892,213.171
0.748,71.885,200.72
0.798,64.05,179.058
0.83,85.474,168.522
0.657,88.006,170.432
0.772,106.013,169.926
0.793,104.994,160.166
0.915,108.872,177.481
0.65,140.549,179.617
0.639,167.469,180.531
0.677,167.001,184.536
0.802,168.218,190.172
0.835,163.344,198.376
0.818,162.859,197.727
0.957,178.597,208.427
0.908,186.643,221.168
1.117,187.217,238.892
1.153,190.604,255.186
1.468,177.521,261.659
1.388,179.836,263.227
1.13,175.168,250.642
1.055,166.918,250.607
1.335,163.11,262.051
1.104,177.586,262.132
0.917,176.955,261.742
0.954,192.171,268.977
0.67,181.289,253.892
0.731,176.242,284.117
0.81,181.596,298.396
0.667,184.094,270.459
0.647,177.539,287.727
0.508,155.263,265.322
0.393,150.546,256.873
0.519,152.396,263.233
0.414,157.275,261.948
0.441,144.412,274.162
0.475,137.824,264.543
0.393,142.085,258.344
0.38,143.339,247.805
0.278,135.436,238.287
0.273,104.43,213.521
0.298,123.502,214.624
0.307,130.381,219.59
0.326,134.991,214.014
0.397,130.397,221.583
0.523,138.015,220.541
0.394,142.363,218.208
0.546,152.769,227.131
0.477,152.364,219.163
0.42,122.813,221.639
0.544,131.157,224.512
0.683,142.238,227.356
0.666,146.398,240.521
0.708,166.473,267.972
0.647,162.345,261.98
0.858,172.862,254.217
0.824,171.258,249.066
0.825,179.056,264.658
0.704,166.372,261.458
0.615,150.378,263.243
0.563,158.575,257.446
0.501,137.088,222.626
0.661,125.726,232.839
0.586,138.619,220.661
0.74,135.642,215.646
0.736,127.721,217.093
0.737,129.668,229.158
0.809,112.42,235.272
1.03,114.728,235.25
0.858,113.885,235.456
0.913,115.304,235.289
1.082,122.803,244.417
0.989,141.888,234.118
1.099,168.559,244.691
1.462,178.178,250.376
1.554,165.922,247.462
1.265,169.146,244.082
1.266,181.063,248.613
0.959,191.155,247.552
0.857,191.56,255.817
0.689,185.391,239.154
0.704,183.808,227.567
0.791,177.249,224.075
0.879,162.355,235.606
0.731,123.128,232.953
0.629,114.996,221.292
0.8,124.831,222.739
0.835,148.492,234.752
0.879,155.069,234.82
0.826,177.452,237.304
1.158,198.814,249.08
1.127,197.966,244.17
0.86,191.593,245.074
1.07,192.77,245.017
1.084,193.566,244.893
0.759,169.854,232.274
0.8,190.412,240.729
0.749,186.085,236.922
0.747,193.179,250.188
0.746,181.145,248.92
0.657,179.612,235.501
0.665,176.405,234.807
0.644,158.464,228.962
0.475,152.359,216.564
0.51,140.712,217.388
0.63,135.949,214.13
0.616,136.155,215.643
0.839,114.547,213.033
0.716,100.174,200.467
0.747,87.73,190.941
0.819,87.794,210.459
0.852,63.618,203.482
1.149,59.558,201.789
1.102,63.301,203.634
1.093,84.326,217.776
1.07,105.024,230.499
0.989,114.826,220.947
0.867,114.3,219.704
0.833,124.063,213.278
0.778,127.051,222.151
0.808,125.822,224.353
0.924,144.079,244.103
0.962,140.067,258.04
1.075,134.206,269.705
1.149,146.201,275.855
1.164,134.117,303.514
1.222,131.408,297.752
1.643,100.394,310.234
2.058,131.706,339.453
1.988,148.094,343.372
1.679,147.309,329.587
1.51,152.396,303.847
1.375,140.772,293.8
0.929,107.038,258.983
0.98,114.891,250.537
0.985,124.409,258.005
1.147,129.002,270.397
1.148,130.496,279.59
1.314,140.706,299.504
1.63,138.968,266.332
1.642,130.094,269.643
1.798,118.378,270.6
1.805,129.121,282.694
1.926,150.565,280.098
2.36,158.099,301.455
2.141,153.502,290.321
2.137,153.047,297.714
2.102,168.351,290.096
1.819,158.469,292.788
0.479,125.177,212.863
0.51,143.26,224.716
0.569,130.434,232.511
0.726,148.513,240.465
0.79,150.682,235.002
0.79,157.322,235.999
0.655,158.941,236.148
0.625,137.403,214.262
0.524,125.235,203.947
0.473,118.094,204.069
0.419,131.007,205.825
0.395,138.715,201.538
0.395,143.813,190.576
0.378,151.652,190.959
0.392,151.743,188.319
0.366,136.917,180.883
0.411,139.445,200.761
0.456,135.914,203.907
0.394,122.467,203.614
0.414,135.669,220.349
0.507,143.076,233.005
0.417,137.059,240.489
0.447,148.022,243.74
0.366,151.666,247.154
0.376,158.037,255.845
0.326,145.067,247.009
0.35,163.342,257.999
0.366,176.303,263.185
0.56,176.802,282.961
0.51,177.437,287.114
0.427,169.137,290.967
0.451,170.649,274.571
0.454,156.406,257.963
0.532,171.787,262.717
0.687,181.95,268.772
0.584,175.017,262.041
0.754,154.392,256.383
0.824,175.626,280.102
0.704,167.291,290.287
0.662,136.546,282.538
0.802,141.926,296.031
0.77,144.141,275.841
0.523,159.582,288.17
0.462,145.598,270.171
0.412,140.062,244.742
0.418,130.185,241.279
0.555,120.381,240.407
0.453,103.112,229.753
0.566,106.124,230.396
0.558,86.704,219.358
0.57,84.62,200.196
0.558,78.762,200.839
0.724,68.255,188.504
0.676,77.844,173.567
0.696,89.38,169.397
0.563,69.386,162.74
0.824,104.761,171.303
0.825,119.704,170.555
0.791,124.088,174.218
0.671,126.751,177.168
0.719,161.994,188.37
0.746,164.415,191.55
0.912,167.786,198.213
0.879,165.657,203.35
0.813,168.299,202.471
0.88,174.657,215.834
1.181,189.696,242.015
1.086,184.658,240.475
1.002,174.421,237.315
1.174,181.088,257.936
1.032,185.458,262.038
1.078,175.553,255.36
1.337,180.862,272.698
1.429,175.651,265.12
1.284,178.502,270.015
0.99,183.067,255.535
0.851,192.77,262.054
1.082,197.322,275.939
0.928,192.757,288.074
0.854,189.659,292.755
0.882,180.058,281.27
0.809,174.826,275.5
0.478,152.454,254.467
0.419,164.047,250.012
0.416,152.317,234.839
0.359,152.564,251.356
0.435,141.08,261.699
0.459,138.403,257.07
0.379,143.014,249.006
0.364,150.599,248.786
0.276,118.377,221.617
0.277,101.323,214.136
0.329,109.132,215.611
0.39,114.993,224.454
0.395,103.547,220.51
0.379,104.682,214.092
0.435,116.545,215.831
0.555,130.699,229.713
0.478,130.686,216.456
0.552,114.834,220.118
0.557,121.426,220.531
0.529,130.137,231.655
0.619,152.22,234.948
0.461,150.925,247.234
0.582,166.789,270.197
0.795,186.858,264.815
1.068,182.333,271.878
0.688,187.231,255.711
0.809,178.437,262.04
0.666,174.464,268.869
0.63,172.986,264.603
0.65,143.282,254.68
0.648,135.754,244.37
0.548,135.139,240.391
0.775,152.783,229.681
0.723,145.909,233.171
0.651,110.442,214.342
0.699,125.869,221.205
0.772,106.05,219.317
0.821,115.357,223.833
1.149,110.581,230.637
1.069,130.042,235.148
0.882,125.132,229.075
0.85,150.545,232.815
0.982,169.065,240.97
1.2,168.572,234.659
1.495,170.231,235.009
1.256,166.405,235.278
1.391,180.732,253.648
1.316,191.231,258.023
0.879,185.132,243.608
0.685,184.563,236.141
0.699,152.939,214.558
0.793,166.376,215.578
0.65,157.616,215.632
0.576,148.389,236.215
0.778,145.203,242.897
0.865,114.351,232.155
0.852,139.606,228.966
0.888,161.574,249.109
0.88,183.167,253.982
0.801,187.788,235.628
0.819,202.208,248.867
0.952,205.425,255.898
0.932,203.151,242.899
0.94,200.234,250.35
0.783,187.201,241.797
0.941,195.944,256.912
0.918,197.61,257.502
0.908,193.392,261.887
0.897,185.819,247.097
0.671,178.774,227.607
0.562,174.466,231.426
0.544,167.876,219.15
0.504,151.887,216.265
0.451,162.064,223.628
0.637,133.834,217.779
0.539,107.857,214.788
0.704,116.969,203.573
0.828,116.033,211.353
0.815,89.563,207.418
0.875,87.248,205.7
0.883,62.933,201.73
1.116,58.174,204.414
1.027,70.739,205.533
0.881,86.715,207.965
1.015,118.285,235.526
1.014,114.533,232.259
0.885,111.044,227.581
0.923,125.752,227.983
0.864,134.698,221.545
0.874,133.982,235.101
0.869,134.691,247.323
0.828,136.935,243.831
0.96,134.472,254.65
1.095,114.901,270.921
1.183,122.833,287.107
1.401,103.622,285.785
1.957,120.704,319.886
2.322,160.021,358.769
1.99,146.256,329.321
1.85,148.362,320.091
1.693,166.997,318.141
1.672,139.465,300.62
1.392,131.216,275.382
1.01,122.765,247.358
1.073,125.206,256.29
1.206,147.109,262.159
1.336,146.138,286.645
1.292,152.534,289.46
1.679,145.28,273.442
1.652,130.472,263.607
1.952,125.631,282.705
1.626,127.116,272.686
1.835,153.556,281.234
1.921,173.938,298.219
2.356,162.227,295.778
1.981,158.62,291.129
2.108,166.893,291.062
1.973,151.243,285.323
0.503,141.054,226.071
0.551,148.317,231.734
0.825,143.43,232.699
0.64,144.584,236.065
0.618,135.702,233.239
0.625,145.17,231.418
0.492,143.876,217.879
0.478,144.208,220.793
0.395,109.548,200.778
0.391,122.873,204.081
0.366,134.004,207.644
0.392,114.793,188.81
0.392,151.915,195.33
0.315,152.356,177.448
0.46,132.945,181.105
0.457,118.467,177.865
0.519,130.242,191.381
0.51,119.195,194.031
0.508,124.352,210.697
0.546,137.19,218.831
0.388,130.341,215.652
0.529,158.276,221.133
0.41,158.415,239.193
0.375,155.1,242.624
0.356,138.927,240.557
0.392,152.626,240.567
0.509,166.202,259.623
0.489,184.119,265.313
0.456,190.441,275.894
0.524,185.319,298.654
0.458,179.667,293.863
0.356,187.235,292.823
0.476,184.326,260.499
0.504,181.234,264.097
0.637,186.665,261.825
0.702,194.319,265.341
0.778,183.607,281.289
0.82,174.403,293.351
0.678,163.307,308.525
0.834,169.25,306.229
0.88,168.176,296.228
0.888,166.996,294.007
0.535,174.462,287.5
0.562,155.466,262.094
0.525,148.862,243.808
0.665,143.406,239.331
0.736,129.291,239.015
0.626,117.872,234.897
0.651,107.624,216.587
0.65,100.688,207.5
0.637,89.133,198.26
0.7,100.695,200.815
0.783,85.949,182.163
0.706,95.77,183.133
0.661,88.401,177.109
0.563,84.503,159.963
0.81,98.181,164.396
0.991,112.857,179.238
0.744,137.057,187.848
0.771,142.867,180.885
0.786,152.656,186.728
0.836,170.034,199.82
0.759,168.905,194.778
0.931,170.439,197.832
1.147,177.288,217.596
1.246,184.406,228.336
1.291,183.233,235.403
1.189,175.274,242.679
0.957,175.634,243.642
0.959,174.864,253.019
1.03,177.462,261.961
1.167,174.172,247.029
1.309,161.285,258.337
1.408,169.793,257.91
1.233,158.44,249.528
1.068,177.95,247.601
0.877,188.132,243.885
1.081,199.705,265.341
1.05,191.222,270.032
1.028,184.317,271.178
1.058,185.413,271.848
0.913,175.765,273.736
0.657,170.047,254.54
0.476,154.617,241.802
0.366,155.263,240.039
0.35,162.353,248.784
0.368,158.576,253.906
0.367,163.353,258.436
0.386,164.106,267.85
0.276,140.287,240.773
0.309,111.004,219.562
0.276,108.172,210.842
0.329,100.218,215.681
0.365,109.272,219.682
0.377,88.699,204.197
0.367,106.963,201.826
0.452,106.621,215.077
0.517,124.595,217.493
0.587,116.089,217.268
0.645,114.42,217.585
0.761,107.287,220.691
0.589,109.412,234.962
0.636,135.073,235.451
0.629,155.414,262.811
0.648,178.926,283.06
0.958,181.358,290.822
0.841,187.409,287.152
0.726,191.829,282.347
0.648,189.669,283.274
0.76,192.664,287.339
0.76,175.232,283.627
0.641,164.956,256.734
0.569,136.512,247.215
0.557,134.196,240.738
0.806,145.385,250.616
0.787,145.398,227.425
0.757,112.111,221.005
0.771,117.631,214.515
0.963,129.739,218.955
0.946,113.67,228.293
0.906,136.898,218.117
0.963,138.677,226.653
0.68,139.661,233.123
0.634,134.937,234.345
0.919,148.56,238.137
0.897,169.998,234.737
1.001,160.272,220.434
0.982,177.49,233.56
1.065,176.886,244.301
0.826,183.01,258.136
0.735,184.476,235.696
0.574,175.267,218.885
0.578,170.788,220.707
0.525,153.436,214.102
0.544,151.208,213.164
0.517,134.247,232.318
0.668,141.642,235.226
0.685,130.581,240.359
0.772,128.742,234.297
0.824,152.167,246.888
0.956,180.165,257.483
0.902,193.144,248.748
0.827,198.011,251.621
0.999,208.904,257.137
0.935,205.625,244.538
0.848,198.323,249.021
0.823,205.764,261.903
0.957,193.672,266.142
0.941,179.904,254.397
